customer_id,instore_yn,product_id,quantity,line_item_amount,unit_price,promo_item_yn
8397,N,75,1,3.5,3.5,N
8207,N,45,2,6,3,N
5384,N,25,2,4.4,2.2,N
8278,N,40,2,7.5,3.75,N
5782,N,24,2,6,3,N
8355,N,54,1,2.5,2.5,N
8236,N,53,2,6,3,N
5895,Y,24,2,6,3,N
5895,Y,77,1,3,3,N
8324,N,24,1,3,3,N
5066,Y,23,1,2.5,2.5,N
8282,N,56,2,5.1,2.55,N
5598,Y,38,1,3.75,3.75,N
5598,Y,75,1,3.5,3.5,N
5511,Y,34,1,2.45,2.45,N
5346,N,57,2,6.2,3.1,N
8400,Y,38,1,3.75,3.75,N
5543,N,25,2,4.4,2.2,N
5924,Y,26,1,3,3,N
8490,Y,23,1,2.5,2.5,N
5721,Y,27,2,7,3.5,N
8490,Y,33,1,3.5,3.5,N
5105,Y,39,2,8.5,4.25,N
5453,N,36,1,3.75,3.75,N
5896,Y,29,2,5,2.5,N
5055,N,50,1,2.5,2.5,N
8398,N,54,1,2.5,2.5,N
5140,Y,44,2,5,2.5,N
5317,Y,26,1,3,3,N
5803,Y,22,2,4,2,N
8501,N,47,2,6,3,N
5391,Y,55,1,4,4,N
8164,N,40,2,7.5,3.75,N
8247,N,35,2,6.2,3.1,N
8080,N,34,2,4.9,2.45,N
5303,Y,55,2,8,4,N
5044,N,36,2,7.5,3.75,N
5044,N,76,1,3.5,3.5,N
8434,Y,42,1,2.5,2.5,N
8007,N,45,1,3,3,N
5863,Y,36,1,3.75,3.75,N
8348,N,45,2,6,3,N
8176,Y,24,1,3,3,N
5608,Y,42,2,5,2.5,N
8457,N,50,2,5,2.5,N
8109,Y,53,2,6,3,N
5385,Y,25,1,2.2,2.2,N
5445,Y,60,2,7.5,3.75,N
5445,Y,78,1,4.5,4.5,N
5259,N,38,2,7.5,3.75,N
5674,N,54,1,2.5,2.5,N
5418,Y,56,1,2.55,2.55,N
5418,Y,77,1,3,3,N
5550,N,33,2,7,3.5,N
5602,Y,44,1,2.5,2.5,N
5806,Y,56,2,5.1,2.55,N
5061,N,48,1,2.5,2.5,N
8118,N,23,1,2.5,2.5,N
8448,Y,46,1,2.5,2.5,N
8350,Y,32,1,3,3,N
5538,Y,47,2,6,3,N
5902,Y,43,2,6,3,N
8485,N,36,2,7.5,3.75,N
5301,Y,54,1,2.5,2.5,N
5827,Y,25,2,4.4,2.2,N
8197,Y,59,1,4.5,4.5,N
5888,N,45,1,3,3,N
5257,Y,37,2,6,3,N
8330,Y,26,2,6,3,N
5539,N,38,1,3.75,3.75,N
5891,Y,59,1,4.5,4.5,N
8489,N,54,2,5,2.5,N
5581,N,40,2,7.5,3.75,N
8436,N,45,1,3,3,N
5910,N,50,2,5,2.5,N
5141,N,34,1,2.45,2.45,N
5825,Y,26,2,6,3,N
5528,N,60,1,3.75,3.75,N
8481,Y,34,2,4.9,2.45,N
5144,Y,34,2,4.9,2.45,N
5792,N,44,2,5,2.5,N
8267,N,36,2,7.5,3.75,N
8267,N,74,1,3.5,3.5,N
8146,Y,53,1,3,3,N
8322,N,52,2,5,2.5,N
8322,N,72,1,3.25,3.25,N
8204,Y,27,1,3.5,3.5,N
5652,N,45,2,6,3,N
8458,N,57,2,6.2,3.1,N
8065,Y,39,1,4.25,4.25,N
8159,N,40,2,7.5,3.75,N
8183,Y,41,2,8.5,4.25,N
5528,N,60,2,7.5,3.75,N
5237,Y,48,2,5,2.5,N
5237,Y,76,1,3.5,3.5,N
8376,Y,61,2,9.5,4.75,N
5044,N,51,2,6,3,N
5515,Y,37,1,3,3,N
5439,N,41,1,4.25,4.25,N
8264,Y,23,1,2.5,2.5,N
5687,N,61,1,4.75,4.75,N
8140,N,49,1,3,3,N
5932,Y,61,1,4.75,4.75,N
5138,Y,45,2,6,3,N
5138,Y,79,1,3.75,3.75,N
5915,N,55,1,4,4,N
5015,N,34,1,2.45,2.45,N
8080,Y,47,1,3,3,N
5282,Y,50,2,5,2.5,N
5901,N,56,2,5.1,2.55,N
5878,N,54,2,5,2.5,N
5158,Y,24,1,3,3,N
8377,N,50,1,2.5,2.5,N
5136,Y,37,2,6,3,N
8467,Y,40,2,7.5,3.75,N
8028,N,30,1,3,3,N
5020,N,26,2,6,3,N
5020,N,72,1,3.25,3.25,N
8181,N,29,2,5,2.5,N
5415,N,37,2,6,3,N
5415,N,69,1,3.25,3.25,N
5144,N,26,2,6,3,N
5285,Y,50,1,2.5,2.5,N
8075,N,47,1,3,3,N
8310,Y,40,2,7.5,3.75,N
8310,Y,72,1,3.25,3.25,N
8159,Y,35,1,3.1,3.1,N
5610,Y,23,1,2.5,2.5,N
5566,Y,60,1,3.75,3.75,N
5566,Y,70,1,3.25,3.25,N
5561,Y,43,2,6,3,N
8409,Y,58,1,3.5,3.5,N
8066,N,59,1,4.5,4.5,N
8471,Y,22,1,2,2,N
8455,Y,25,1,2.2,2.2,N
8173,N,33,2,7,3.5,N
5103,Y,46,2,5,2.5,N
5750,Y,47,2,6,3,N
8195,Y,35,1,3.1,3.1,N
8219,Y,32,2,6,3,N
8225,N,49,1,3,3,N
8443,Y,36,2,7.5,3.75,N
5272,N,61,2,9.5,4.75,N
8291,N,27,2,7,3.5,N
8291,N,71,1,3.75,3.75,N
5630,Y,61,1,4.75,4.75,N
8418,Y,44,2,5,2.5,N
5726,N,46,1,2.5,2.5,N
5663,N,53,1,3,3,N
8131,Y,54,1,2.5,2.5,N
5071,N,26,1,3,3,N
5071,N,71,1,3.75,3.75,N
5916,Y,32,2,6,3,N
8007,Y,54,1,2.5,2.5,N
8445,Y,41,2,8.5,4.25,N
8234,N,33,2,7,3.5,N
5619,N,25,2,4.4,2.2,N
5419,Y,23,2,5,2.5,N
5078,N,31,1,2.2,2.2,N
5134,Y,40,1,3.75,3.75,N
5806,N,22,1,2,2,N
5806,N,77,1,3,3,N
8397,N,48,2,5,2.5,N
5056,N,36,2,7.5,3.75,N
8012,N,54,1,2.5,2.5,N
8121,Y,55,1,4,4,N
8032,Y,24,1,3,3,N
8445,N,56,2,5.1,2.55,N
5073,N,58,2,7,3.5,N
5073,N,74,1,3.5,3.5,N
8081,N,29,1,2.5,2.5,N
8081,N,77,1,3,3,N
8458,Y,47,2,6,3,N
5175,Y,47,1,3,3,N
5047,Y,40,1,3.75,3.75,N
5047,Y,79,1,3.75,3.75,N
5384,Y,35,1,3.1,3.1,N
5384,Y,70,1,3.25,3.25,N
5291,Y,32,1,3,3,N
5881,N,43,2,6,3,N
5710,Y,48,2,5,2.5,N
8489,Y,57,2,6.2,3.1,N
8366,N,41,2,8.5,4.25,N
5029,Y,43,2,6,3,N
5930,Y,39,1,4.25,4.25,N
8059,Y,60,1,3.75,3.75,N
8043,N,28,1,2,2,N
8448,Y,57,1,3.1,3.1,N
8448,Y,69,1,3.25,3.25,N
8257,N,60,2,7.5,3.75,N
8446,Y,34,2,4.9,2.45,N
5252,Y,26,1,3,3,N
5252,Y,69,1,3.25,3.25,N
8314,Y,46,2,5,2.5,N
5392,Y,59,1,4.5,4.5,N
8242,N,52,2,5,2.5,N
8150,N,49,1,3,3,N
8266,N,36,1,3.75,3.75,N
8399,Y,52,1,2.5,2.5,N
5694,Y,33,2,7,3.5,N
5531,Y,36,2,7.5,3.75,N
8036,Y,51,2,6,3,N
5394,Y,61,2,9.5,4.75,N
5746,N,47,1,3,3,N
5063,Y,59,2,9,4.5,N
8001,Y,54,1,2.5,2.5,N
8036,Y,60,1,3.75,3.75,N
8036,Y,77,1,3,3,N
8488,Y,23,2,5,2.5,N
8488,Y,73,1,3.75,3.75,N
5890,N,32,1,3,3,N
5890,N,73,1,3.75,3.75,N
5233,N,38,1,3.75,3.75,N
5233,N,76,1,3.5,3.5,N
8003,Y,48,1,2.5,2.5,N
480,Y,22,1,2,2,N
5794,Y,45,2,6,3,N
5794,Y,72,1,3.25,3.25,N
580,Y,38,1,3.75,3.75,N
580,Y,75,1,3.5,3.5,N
369,Y,55,2,8,4,N
5559,N,47,2,6,3,N
5559,N,75,1,3.5,3.5,N
507,N,26,1,3,3,N
8406,N,39,2,8.5,4.25,N
447,N,31,2,4.4,2.2,N
5546,Y,57,1,3.1,3.1,N
5546,Y,71,1,3.75,3.75,N
5485,N,54,1,2.5,2.5,N
8325,N,23,1,2.5,2.5,N
486,Y,59,1,4.5,4.5,N
8113,N,51,2,6,3,N
289,N,59,1,4.5,4.5,N
264,Y,40,1,3.75,3.75,N
172,N,47,1,3,3,N
172,N,79,1,3.75,3.75,N
5644,N,22,1,2,2,N
5644,N,70,1,3.25,3.25,N
335,N,46,1,2.5,2.5,N
607,N,43,1,3,3,N
349,Y,22,2,4,2,N
8192,Y,41,1,4.25,4.25,N
456,Y,52,1,2.5,2.5,N
212,Y,52,2,5,2.5,N
393,Y,42,1,2.5,2.5,N
393,Y,78,1,4.5,4.5,N
736,N,54,2,5,2.5,N
318,Y,54,1,2.5,2.5,N
22,Y,52,1,2.5,2.5,N
244,N,45,2,6,3,N
5618,Y,87,1,3,3,N
8146,Y,41,2,8.5,4.25,N
8227,N,47,2,6,3,N
8424,N,25,2,4.4,2.2,N
776,N,51,2,6,3,N
8011,N,60,1,3.75,3.75,N
8011,N,73,1,3.75,3.75,N
8298,N,54,2,5,2.5,N
5480,N,51,2,6,3,N
5515,N,47,1,3,3,N
8061,Y,40,1,3.75,3.75,N
38,N,60,1,3.75,3.75,N
8410,N,40,2,7.5,3.75,N
8130,N,38,2,7.5,3.75,N
8381,Y,31,1,2.2,2.2,N
8190,Y,59,2,9,4.5,N
8190,Y,76,1,3.5,3.5,N
5230,Y,38,2,7.5,3.75,N
5055,Y,60,2,7.5,3.75,N
5055,Y,77,1,3,3,N
8074,Y,38,2,7.5,3.75,N
188,Y,49,2,6,3,N
5822,Y,40,2,7.5,3.75,N
600,N,49,2,6,3,N
5221,Y,33,1,3.5,3.5,N
344,N,49,1,3,3,N
189,N,31,2,4.4,2.2,N
8359,Y,44,2,5,2.5,N
402,Y,22,1,2,2,N
248,Y,33,2,7,3.5,N
53,N,32,2,6,3,N
5403,N,56,2,5.1,2.55,N
8139,N,42,2,5,2.5,N
8267,Y,57,2,6.2,3.1,N
8267,Y,35,2,6.2,3.1,N
8267,Y,78,1,4.5,4.5,N
190,N,30,2,6,3,N
8398,N,23,1,2.5,2.5,N
526,N,24,2,6,3,N
5510,N,32,1,3,3,N
8446,Y,24,1,3,3,N
5789,Y,51,2,6,3,N
5789,Y,72,1,3.25,3.25,N
5582,N,54,2,5,2.5,N
5582,N,75,1,3.5,3.5,N
565,Y,31,2,4.4,2.2,N
8024,N,45,2,6,3,N
8382,Y,50,1,2.5,2.5,N
146,Y,45,1,3,3,N
146,Y,74,1,3.5,3.5,N
8131,Y,57,2,6.2,3.1,N
8131,Y,74,1,3.5,3.5,N
8030,Y,30,2,6,3,N
8144,N,31,1,2.2,2.2,N
111,N,52,2,5,2.5,N
571,N,40,2,7.5,3.75,N
654,Y,55,1,4,4,N
8073,Y,61,2,9.5,4.75,N
5226,N,60,1,3.75,3.75,N
5226,N,71,1,3.75,3.75,N
8289,N,33,2,7,3.5,N
8347,Y,42,2,5,2.5,N
8029,N,56,1,2.55,2.55,N
5266,N,27,2,7,3.5,N
5266,N,74,1,3.5,3.5,N
8473,N,55,1,4,4,N
441,N,32,1,3,3,N
595,N,47,1,3,3,N
534,Y,61,1,4.75,4.75,N
7,N,52,2,5,2.5,N
8386,Y,32,1,3,3,N
794,Y,57,1,3.1,3.1,N
42,Y,40,2,7.5,3.75,N
686,Y,57,2,6.2,3.1,N
5716,N,46,1,2.5,2.5,N
694,N,25,2,4.4,2.2,N
5343,N,38,1,3.75,3.75,N
688,Y,58,2,7,3.5,N
773,N,56,1,2.55,2.55,N
8189,Y,33,2,7,3.5,N
284,N,51,2,6,3,N
5545,N,39,1,4.25,4.25,N
5154,N,51,2,6,3,N
8307,Y,27,2,7,3.5,N
8303,N,47,2,6,3,N
639,N,30,1,3,3,N
8304,Y,48,2,5,2.5,N
199,N,23,1,2.5,2.5,N
199,N,69,1,3.25,3.25,N
5193,N,35,2,6.2,3.1,N
5193,N,79,1,3.75,3.75,N
8480,N,50,2,5,2.5,N
189,Y,38,2,7.5,3.75,N
186,N,54,1,2.5,2.5,N
8219,Y,54,1,2.5,2.5,N
8219,Y,72,1,3.25,3.25,N
549,Y,26,2,6,3,N
222,Y,36,2,7.5,3.75,N
5614,Y,45,2,6,3,N
8140,Y,33,2,7,3.5,N
5597,N,48,2,5,2.5,N
189,N,58,1,3.5,3.5,N
5131,N,57,1,3.1,3.1,N
5142,N,53,2,6,3,N
8333,N,37,2,6,3,N
8333,N,69,1,3.25,3.25,N
8383,N,58,2,7,3.5,N
5926,Y,34,1,2.45,2.45,N
5096,Y,23,1,2.5,2.5,N
5035,N,49,1,3,3,N
783,N,56,2,5.1,2.55,N
5712,N,59,2,9,4.5,N
8319,N,39,2,8.5,4.25,N
5705,N,52,2,5,2.5,N
8209,N,51,2,6,3,N
693,Y,37,2,6,3,N
5079,Y,58,1,3.5,3.5,N
5876,Y,52,2,5,2.5,N
257,Y,50,1,2.5,2.5,N
257,Y,79,1,3.75,3.75,N
599,N,60,2,7.5,3.75,N
391,N,52,2,5,2.5,N
5469,N,29,1,2.5,2.5,N
8202,N,34,2,4.9,2.45,N
8202,N,73,1,3.75,3.75,N
180,Y,49,2,6,3,N
8,N,35,2,6.2,3.1,N
8,N,75,1,3.5,3.5,N
8221,Y,26,2,6,3,N
5402,N,30,2,6,3,N
8365,Y,36,1,3.75,3.75,N
8367,Y,47,1,3,3,N
477,Y,44,1,2.5,2.5,N
8361,N,43,2,6,3,N
5325,N,29,2,5,2.5,N
5325,N,70,1,3.25,3.25,N
8042,Y,27,2,7,3.5,N
563,N,47,2,6,3,N
558,N,52,1,2.5,2.5,N
331,N,48,2,5,2.5,N
659,N,52,2,5,2.5,N
5904,Y,46,1,2.5,2.5,N
5737,Y,39,2,8.5,4.25,N
8147,N,24,1,3,3,N
161,N,58,1,3.5,3.5,N
8406,N,27,1,3.5,3.5,N
5103,N,43,1,3,3,N
8245,N,35,1,3.1,3.1,N
774,N,52,1,2.5,2.5,N
774,N,69,1,3.25,3.25,N
8042,N,87,1,3,3,N
521,N,28,2,4,2,N
8466,Y,50,2,5,2.5,N
299,N,26,2,6,3,N
8404,Y,49,2,6,3,N
5786,N,33,2,7,3.5,N
8343,N,25,2,4.4,2.2,N
5685,N,27,1,3.5,3.5,N
5685,N,69,1,3.25,3.25,N
662,Y,34,2,4.9,2.45,N
662,Y,71,1,3.75,3.75,N
328,N,42,1,2.5,2.5,N
5940,Y,38,2,7.5,3.75,N
8194,Y,59,1,4.5,4.5,N
8019,N,36,1,3.75,3.75,N
8429,N,35,2,6.2,3.1,N
659,Y,50,2,5,2.5,N
5354,N,33,2,7,3.5,N
8263,Y,24,1,3,3,N
8449,N,50,2,5,2.5,N
5324,Y,25,2,4.4,2.2,N
706,Y,38,1,3.75,3.75,N
692,Y,49,2,6,3,N
8279,N,61,2,9.5,4.75,N
783,Y,54,2,5,2.5,N
384,Y,60,2,7.5,3.75,N
52,Y,25,1,2.2,2.2,N
181,Y,42,1,2.5,2.5,N
5049,N,51,1,3,3,N
8053,N,46,1,2.5,2.5,N
8053,N,71,1,3.75,3.75,N
516,N,22,2,4,2,N
767,N,24,1,3,3,N
382,N,33,1,3.5,3.5,N
604,Y,28,1,2,2,N
8297,N,39,2,8.5,4.25,N
8333,Y,49,2,6,3,N
599,Y,48,2,5,2.5,N
5651,Y,41,2,8.5,4.25,N
8142,Y,39,1,4.25,4.25,N
500,N,25,2,4.4,2.2,N
231,Y,59,1,4.5,4.5,N
8307,N,43,1,3,3,N
8079,N,60,2,7.5,3.75,N
8180,Y,29,1,2.5,2.5,N
8180,Y,76,1,3.5,3.5,N
32,N,34,1,2.45,2.45,N
32,N,77,1,3,3,N
259,N,48,2,5,2.5,N
120,N,44,2,5,2.5,N
8169,Y,38,1,3.75,3.75,N
674,N,35,2,6.2,3.1,N
608,Y,54,2,5,2.5,N
231,Y,29,2,5,2.5,N
5796,Y,37,1,3,3,N
5500,Y,47,1,3,3,N
5748,N,29,2,5,2.5,N
340,N,34,2,4.9,2.45,N
340,N,74,1,3.5,3.5,N
5221,Y,31,2,4.4,2.2,N
55,N,40,2,7.5,3.75,N
55,N,71,1,3.75,3.75,N
8451,N,60,1,3.75,3.75,N
8450,Y,49,2,6,3,N
5492,Y,25,2,4.4,2.2,N
490,N,37,2,6,3,N
490,N,69,1,3.25,3.25,N
261,Y,28,1,2,2,N
261,Y,70,1,3.25,3.25,N
8395,Y,42,2,5,2.5,N
90,Y,60,1,3.75,3.75,N
531,Y,22,1,2,2,N
139,Y,53,1,3,3,N
5889,Y,26,1,3,3,N
5889,Y,72,1,3.25,3.25,N
453,Y,29,1,2.5,2.5,N
8118,N,60,1,3.75,3.75,N
8296,Y,28,2,4,2,N
564,N,53,1,3,3,N
387,Y,52,1,2.5,2.5,N
5116,Y,27,2,7,3.5,N
8478,Y,58,1,3.5,3.5,N
8039,Y,26,2,6,3,N
200,Y,28,2,4,2,N
8407,N,33,1,3.5,3.5,N
230,Y,56,1,2.55,2.55,N
335,N,23,1,2.5,2.5,N
434,N,33,1,3.5,3.5,N
434,N,75,1,3.5,3.5,N
11,N,48,1,2.5,2.5,N
95,N,54,1,2.5,2.5,N
567,Y,38,2,7.5,3.75,N
5558,N,40,2,7.5,3.75,N
5558,N,72,1,3.25,3.25,N
5575,N,44,1,2.5,2.5,N
8419,Y,32,2,6,3,N
8377,Y,30,1,3,3,N
725,Y,48,1,2.5,2.5,N
652,Y,59,1,4.5,4.5,N
378,N,46,2,5,2.5,N
184,Y,32,2,6,3,N
378,N,31,2,4.4,2.2,N
378,N,73,1,3.75,3.75,N
8463,Y,53,1,3,3,N
5923,Y,41,1,4.25,4.25,N
5923,Y,69,1,3.25,3.25,N
5712,Y,61,1,4.75,4.75,N
5712,Y,72,1,3.25,3.25,N
5553,Y,56,1,2.55,2.55,N
5553,Y,75,1,3.5,3.5,N
167,N,35,2,6.2,3.1,N
8288,N,29,2,5,2.5,N
338,Y,54,2,5,2.5,N
8384,N,35,2,6.2,3.1,N
8423,Y,37,1,3,3,N
319,Y,49,1,3,3,N
5807,Y,57,1,3.1,3.1,N
5807,Y,75,1,3.5,3.5,N
44,Y,27,1,3.5,3.5,N
44,Y,70,1,3.25,3.25,N
8166,N,45,1,3,3,N
8109,N,26,2,6,3,N
8144,N,47,1,3,3,N
8144,N,78,1,4.5,4.5,N
247,N,61,1,4.75,4.75,N
8094,Y,28,1,2,2,N
784,Y,47,1,3,3,N
8140,Y,34,1,2.45,2.45,N
8140,Y,77,1,3,3,N
5295,Y,33,1,3.5,3.5,N
617,Y,43,2,6,3,N
5137,N,49,2,6,3,N
83,N,41,1,4.25,4.25,N
743,N,57,2,6.2,3.1,N
536,N,44,2,5,2.5,N
8176,N,36,1,3.75,3.75,N
377,Y,36,2,7.5,3.75,N
5664,N,30,2,6,3,N
645,Y,28,2,4,2,N
5212,Y,57,1,3.1,3.1,N
65,N,39,2,8.5,4.25,N
5938,N,25,2,4.4,2.2,N
8272,Y,49,1,3,3,N
8272,Y,78,1,4.5,4.5,N
5154,Y,45,1,3,3,N
8112,Y,26,1,3,3,N
616,N,43,2,6,3,N
90,Y,37,2,6,3,N
316,N,49,2,6,3,N
8262,Y,25,2,4.4,2.2,N
8262,Y,72,1,3.25,3.25,N
8176,Y,42,2,5,2.5,N
69,Y,28,1,2,2,N
69,Y,71,1,3.75,3.75,N
8025,N,54,2,5,2.5,N
72,N,22,1,2,2,N
8052,Y,33,2,7,3.5,N
8024,N,49,1,3,3,N
8346,Y,58,1,3.5,3.5,N
596,Y,58,1,3.5,3.5,N
5703,Y,52,2,5,2.5,N
8029,N,59,2,9,4.5,N
8005,N,60,2,7.5,3.75,N
5756,N,24,2,6,3,N
8037,Y,57,2,6.2,3.1,N
8121,N,47,2,6,3,N
5780,Y,24,1,3,3,N
438,Y,35,1,3.1,3.1,N
473,N,26,1,3,3,N
8459,Y,58,2,7,3.5,N
5727,N,30,2,6,3,N
64,N,61,2,9.5,4.75,N
5503,Y,46,1,2.5,2.5,N
5503,Y,69,1,3.25,3.25,N
5158,N,60,1,3.75,3.75,N
5403,N,47,2,6,3,N
5403,N,78,1,4.5,4.5,N
5864,Y,59,2,9,4.5,N
8435,Y,22,2,4,2,N
8435,Y,69,1,3.25,3.25,N
5457,N,54,2,5,2.5,N
5907,Y,59,1,4.5,4.5,N
8211,N,51,1,3,3,N
8211,N,78,1,4.5,4.5,N
174,Y,59,2,9,4.5,N
5355,Y,39,1,4.25,4.25,N
5777,Y,53,1,3,3,N
5777,Y,73,1,3.75,3.75,N
8455,Y,56,1,2.55,2.55,N
785,N,55,2,8,4,N
722,Y,38,1,3.75,3.75,N
8045,Y,47,2,6,3,N
8045,Y,74,1,3.5,3.5,N
8191,N,49,2,6,3,N
5798,N,39,1,4.25,4.25,N
8097,Y,55,1,4,4,N
8097,Y,75,1,3.5,3.5,N
601,N,23,1,2.5,2.5,N
8164,Y,31,2,4.4,2.2,N
8301,N,33,1,3.5,3.5,N
35,Y,35,2,6.2,3.1,N
5581,Y,43,1,3,3,N
5581,Y,72,1,3.25,3.25,N
459,N,38,2,7.5,3.75,N
5567,Y,59,2,9,4.5,N
5512,N,33,2,7,3.5,N
5681,N,23,1,2.5,2.5,N
622,Y,46,2,5,2.5,N
5055,N,28,2,4,2,N
685,N,58,2,7,3.5,N
98,Y,47,2,6,3,N
5257,N,60,2,7.5,3.75,N
5287,N,52,1,2.5,2.5,N
8013,Y,38,1,3.75,3.75,N
5140,N,51,2,6,3,N
5038,Y,24,2,6,3,N
5142,N,31,2,4.4,2.2,N
226,N,57,1,3.1,3.1,N
226,N,77,1,3,3,N
5597,Y,60,1,3.75,3.75,N
744,Y,44,2,5,2.5,N
5386,Y,25,2,4.4,2.2,N
5744,N,39,1,4.25,4.25,N
5744,N,72,1,3.25,3.25,N
5919,Y,87,1,3,3,N
5747,Y,59,1,4.5,4.5,N
352,Y,28,2,4,2,N
8257,Y,32,2,6,3,N
8163,Y,44,2,5,2.5,N
646,N,30,2,6,3,N
790,Y,38,2,7.5,3.75,N
8204,N,51,2,6,3,N
150,N,44,2,5,2.5,N
8260,Y,27,1,3.5,3.5,N
8202,Y,40,2,7.5,3.75,N
5463,Y,51,1,3,3,N
177,Y,54,2,5,2.5,N
5430,N,73,1,3.75,3.75,N
5430,N,87,1,3,3,N
337,N,42,2,5,2.5,N
453,Y,51,1,3,3,N
398,N,43,1,3,3,N
5754,N,38,2,7.5,3.75,N
5424,N,36,1,3.75,3.75,N
5243,N,52,1,2.5,2.5,N
5243,N,72,1,3.25,3.25,N
117,N,54,2,5,2.5,N
117,N,69,1,3.25,3.25,N
778,N,33,2,7,3.5,N
5685,N,25,2,4.4,2.2,N
8078,Y,32,2,6,3,N
740,N,57,1,3.1,3.1,N
65,Y,56,1,2.55,2.55,N
8188,Y,42,1,2.5,2.5,N
197,Y,37,1,3,3,N
5485,Y,59,1,4.5,4.5,N
8411,N,40,1,3.75,3.75,N
8467,N,40,1,3.75,3.75,N
8434,Y,22,2,4,2,N
5051,N,53,1,3,3,N
8378,Y,54,2,5,2.5,N
5493,N,27,1,3.5,3.5,N
8444,Y,39,2,8.5,4.25,N
8444,Y,76,1,3.5,3.5,N
5127,N,41,2,8.5,4.25,N
5127,N,77,1,3,3,N
8243,Y,32,2,6,3,N
5695,Y,45,2,6,3,N
669,Y,56,2,5.1,2.55,N
669,Y,70,1,3.25,3.25,N
707,N,38,2,7.5,3.75,N
187,Y,35,1,3.1,3.1,N
187,Y,70,1,3.25,3.25,N
8079,N,33,1,3.5,3.5,N
